userName,score,at,content
04 Alfian dipa juliano,3,2025-07-25 10:15:53,"ini game bagus parah dari segi gemplay, alurcerita, bahkan untuk grafis nya. cuma sayang banget untuk pengalaman pengguna, rata² menginginkan pengalaman bermain yang lancar di grafik med-high 60 fps harus hancur. ini game terlalu berat bahkan untuk HP flagship yang paling baru di tahun 2025 dan menurut ku seharus nya game ini lebih di optimalkan untuk perangkat hp dan seharus nya untuk pengguna hp midrange seharus nya bisa menjalankan game ini di grafis low-60 walaupun masih ada drop fps"
Yudhan Maulana,4,2025-07-25 10:09:00,"level nge stuck di 20 nih developer, kenapa ya tolong penjelasannya"
Bagas Dhiya,5,2025-07-25 08:42:19,"sangat bagus perkembangan cerita hingga backsound yang dihadirkan,sungguh menggugah selera bermain"
Ahmad Afdani,5,2025-07-25 08:32:03,w game
Miftah Rosyid,5,2025-07-25 08:17:42,game gacha terbaik saat ini
Randa Randa,5,2025-07-25 07:39:09,"for Dev, cuman ada even phrolova doang,, event jinshi mana🗿"
Ba八,5,2025-07-25 07:35:39,mantap kali
Xean 1-1えけせ,5,2025-07-25 07:33:21,panjang umur game baik
edwin alfian barin,5,2025-07-25 07:28:02,mantap
Dwi Ardika,5,2025-07-25 07:03:14,Gacha saya sampah
Eiyuu,5,2025-07-25 06:24:17,Perfect game
elbry,5,2025-07-25 05:07:21,mantapppppppppppp udah banyak yg di ubah menjadi lebih baik
Rendi RGS,5,2025-07-25 05:04:34,Bagus
Doni saputra,5,2025-07-25 04:54:53,terbaik man
Ade Saputra,4,2025-07-25 04:43:36,"game nya kelihatan seru, tapi gak ada bahasa Indonesia, pegen main tapi gak bisa bahasa Inggris kabarin kalo sudah ada bahasa Indonesia"
Okcta Vianus Malindo,5,2025-07-25 04:24:23,"bagus, saya dapet karakter bagus mulu"
Blaballalalallalallalalalallala Udin,5,2025-07-25 03:38:25,lambat banget download data nya padahal cuma nambah 1 map tapi harus download semua map apaan ini
WALKER,5,2025-07-25 02:33:11,kuro jangan bawa cerita kelam pgr ke wuwa terlalu cepat untuk mematikan karakter saya galau karena prolova
Basklik,4,2025-07-25 02:20:35,gamenya sangat bagus tapi jelek karena Gacha lupa dapat bocil ampas
i komang ada guna artha,5,2025-07-25 02:09:53,"banyak gondal gandul jirr, GILAAAA OJI INIMAH SETARA HENDRA KUN, LANJUTKAN"
Ilham Sapta,5,2025-07-25 02:09:38,berharap ada teks indonesia nya
Red Katsuragi,5,2025-07-25 01:46:29,"i literally just got Roccia's weapon before this message pop up. well played, kuro"
Castorice,5,2025-07-25 01:28:43,game baik banget
Thoriq Amanullah Arifin,2,2025-07-25 00:09:46,rajut gak suka game jelek
SUPYAN,1,2025-07-25 00:08:10,trash game ever i play
Kholifah Omer,2,2025-07-24 23:48:34,gak bisa masuk gemnya kenapa tu aneh kali padahal sebelumnya baik baik aja loh
Daud Sulaiman,5,2025-07-24 23:38:34,game baik
Maha Suputhra,5,2025-07-24 23:04:36,absolut cinema✋😶🤚
Arjuna Gandhika Putranarta (Arjuna),5,2025-07-24 22:47:39,"sudah mencapai union level 40 tapi data modify di data bank belum muncul juga, harus ngapain lagi ini Kuro?"
egik widhis,5,2025-07-24 22:40:10,mantap
miftaqul annas,3,2025-07-24 19:58:01,saat battle ping sering drop
Kartana Putra,5,2025-07-24 18:45:11,"Segeralah lakukan optimalisasi sebelum terlambat! Patah² atau frame drop sangat terasa, walaupun jaringan bagus tetap saja patah², padahal device saya sudah termasuk kuat untuk ukuran game seperti ini. Game sebelah 60fps sangat nyaman, tapi game ini kurang memuaskan"
Black Joy,3,2025-07-24 18:14:38,"Sebenarnya ini termasuk game Narrative RPG paling aku rekomendasikan, tapi kenapa setiap kali update harus download ulang lagi??? Barusan update dan pas dibuka gak bisa dimainkan, padahal aku gak hapus apapun, capek aku harus download ulang lagi sebanyak 20+ GB!!!"
Patin,5,2025-07-24 17:19:49,overall sudah bagus cuma tolong buat developer setelah update game sering frame drop padahal udah pkai grafik rata kiri tolong segera diperbaiki secepatnya.
Farrel,5,2025-07-24 17:06:00,mantab bosku
KVN,5,2025-07-24 16:56:22,gacor kang
Romy Saputra,3,2025-07-24 16:35:40,"hp saya iqoo 13, tapi pas lagi kombat terkadang force close... tolong di perbaiki lah"
Aditya Lingga Mardika,4,2025-07-24 16:26:35,"Game yang sangat bagus menurut saya untuk sekelas game gacha, animasi, world nya jg lumayan dengan story yang decent dan interaktif jadinya nggak bosan. Keluhan saya cuma di frame drop, banyak hp mid range yang frame drop saat mengerjakan story (setidaknya itu yang saya rasakan), selebihnya aman."
Ujang toto,5,2025-07-24 15:46:09,Game baik banget
Billza D,5,2025-07-24 15:08:33,"2.5 story is too cruel man, whyyyyy 😭😭😭😭😭"
Andito Wibowo,5,2025-07-24 15:00:20,Jaya dan Sukses Selalu Wuthering Waves.. Semoga Gacha Akun Ku Win Rate OFF. Amin 🙏🙏
Let See,5,2025-07-24 14:48:29,bagus buat lebih baik lagi
Kanjut Badag,1,2025-07-24 14:45:47,"tiap update download ulang dari awal, dasar game mid."
Randi tula,3,2025-07-24 14:33:17,Mid Waves
Irvan Muftih,5,2025-07-24 14:29:58,perfect story telling from all other gacha games
Rehan Kun?,5,2025-07-24 13:55:22,BG kuro games' tolong dong tambahkan bahasa Indonesia nya rilis di play store indo kok ga ada fitur bahasa Indonesia nya ngaco nih developer!!
Fanji Suharsono,5,2025-07-24 13:44:04,"nooo kikir kikir!!!!, game ini gak kaya di sebelah kikir!!!"
Leonathan D Area,5,2025-07-24 13:37:31,"gak bisa berkata kata, ini game terbaik menurut gw, yah walaupun pas download datanya lumayan lama, tapi sepadan sama hasilnya"
pastfrom last,5,2025-07-24 13:18:11,developer memasak 🔥🔥🔥
Dafaa,5,2025-07-24 13:17:04,"game nya bagus banget sih,udah paling cocok sama playstyle ku yg suka Dodge Ama parry"
Uji trial Mencret,5,2025-07-24 13:02:53,karakter nya cantik cantik
Xven,3,2025-07-24 12:54:31,"stres lu seriusan, update mulu anj kapan gue mainya"
Ery Ery,5,2025-07-24 12:47:39,saya suka game nyah
Vincent Rilando,3,2025-07-24 12:29:27,"woi wuwa lu kalo ngotak dikit ngapa kalo update, dari 17 GB jadi 29 GB storage permanen, gimana ini?"
agung cor,1,2025-07-24 12:23:27,tidak bisa di update
Hidayaturrohman Jamba,1,2025-07-24 12:15:12,why did you kill phrolova?
"Winardi Adi Putra, S. Pd",4,2025-07-24 11:53:38,"waduh untuk hp sekelas Snapdragon 850 dan fps 120 masih ada lag pada saat battle, itu saja saya sudah menggunakan grafik terendah dan fps 60 di dalam game, namun sedikit tidak memuaskan"
Rezky Akbar Ramadhan,4,2025-07-24 11:48:40,"The game is good, the storyline is interesting, I gave it 4 stars because of the lack of Indonesian language, if there was Indonesian language, this game would be more lively and I gave it 5 stars"
Daniel Luthfi,5,2025-07-24 11:25:30,Good Game
TChanGT,5,2025-07-24 11:12:15,rerun carlotta pls
Andy Saputra,5,2025-07-24 11:03:36,Sorry for 1 star. Huge disappointed for no controller support
Allen,3,2025-07-24 10:54:14,"gamenya Bagus banget Sebenarnya tpi sayangnya game ini tidak ramah untuk Mobile,gatau gw doang apa yg laen jg ngerasain tp ini game kalo maen di mobile kek berat banget (gw padahal pake Poco F5). Ini game emng harusnya game PC bukan game Mobile (kalo mobile mungkin harud mid range/high range). Semoga di improve soalnya gamenya bagus banget👍"
Eggy,5,2025-07-24 10:52:31,thank you kuro for your passion and effort on this game
M.NabilAnnur 13,5,2025-07-24 10:51:54,seru
Ali Nur Muhammad Farid,1,2025-07-24 10:45:40,"Update setelah 4 bulan main makin ga ramah sama device issue jir, ciri khas dev sekarang lebih pentingin grafis"
Mirza Dwi,5,2025-07-24 10:29:53,"keep it up for improve Kuro games, i'm so proud of it"
95_43_Verrill Cyrillo Pratama Kedang,3,2025-07-24 10:26:15,"overall this game is very great... but the game optimization is bad, device with SoC Mediatek Dimensity 6080 couldn't handle it, while the other games run smoothly with this device"
Ellpan Si lincah11,5,2025-07-24 10:19:24,"wuthering wafe the best,semenjak saya main game ini sampai sekarang belum pernah kalah rate off menang rate off 6 kali berturut turut best pokonya,plus bansos banyak jadi bisa membantu player f2p seperti saya.aku sayang kuro😘"
AlmiraBilqis,2,2025-07-24 10:06:24,Wuwa kalau update jelek banget. Masa setiap update harus download data ulang nyampe 20gb lebih. Dari 1.1 sampai sekarang update 2.5 ini saya harus download data sampai 23gb. Mengecewakan.
Aqil Atthaillah93,5,2025-07-24 10:02:40,gambe bagus
Frosty Cool,1,2025-07-24 10:02:32,"game yang katanya paling ramah, tapi setiap kali update 15 - 30 GB, ini update sekalian ganti data lama kah? game sebelah ga nyampe segitunya lho tiap kali update, tapi ini game setiap kali update ga kurang dari 15 GB tapi malah lebih tinggi. mana ga ada fitur hapus data quest terdahulu, cuma ngurangin batas maksimum gacha sebesar 10 poin tapi udah ngerasa yang paling ramah. harga kuota makin mahal dan ini game update kaga pernah ramah🦏"
Saipul Anwar,5,2025-07-24 09:59:28,"bagus game nya, pertahankan y mas kuro"
Julian Wibowo,2,2025-07-24 09:05:55,"game lol, 12.000 tdk dpet phrolova"
Muhammad Andhika Kurniawan,5,2025-07-24 09:00:28,"Yang terpenting, devnya tidak qiqir dan mendengarkan playernya, tidak kaya game sebelah jadi sapi perah"
okki Firmansyah,5,2025-07-24 08:52:35,untuk keseluruhan udah bagus sih tapi lebih bagus tambahin bahasa Indonesia terutama untuk Player penikmat story yg nggak terlalu bisa bahasa inggris
Darma mahendra,5,2025-07-24 08:51:36,"Ini game sangat pelit saya gacha senjata B5 ga dapet padahal sudah melewati pity80, game pelit 😁🙏🏻"
Paacii,5,2025-07-24 08:48:31,"sangat bagus, grafik mantap karna pakai ungine4 ke atas, karakter bervariasi, sangat memudahkan Player, bansos gacor, semoga kedepan nya lebih baik lagi dan tidak menguras storage"
Valdanava,5,2025-07-24 08:43:04,"Terlalu banyak update, tapi masih bagus sih."
ridhwan,5,2025-07-24 08:38:38,aku cinta kuro games
Robi Fauzi,5,2025-07-24 08:31:55,bagus banget
Viky Yuwanditra,5,2025-07-24 08:28:50,developer nya baik banget cuyyy
Anak Hebat,5,2025-07-24 07:51:43,grafiknya behh memanjakan mata
Farel Gelvino,1,2025-07-24 07:42:19,why you kill phrolova😭
fir_ daus _fy,5,2025-07-24 07:26:49,"karakter cowok nya kurang banget,dan semoga untuk ke depan nya lebih di pertimbangkan"
Bagas ogi pratama,5,2025-07-24 06:59:05,"saya suka dengan game nya tapi 1 hal yg saya tidak suka saat update akan melakukan download ulang, bagi orang yang kurang mampu download 24GB itu terlalu besar jadi tolong saat update jangan download ulang file nya, tolong dipertimbangkan"
Dimas Adji,5,2025-07-24 06:56:26,"bagus, cuman sekedar saran untuk kedepannya ada opsi bahasa Indonesia"
Panji Eka Prasetya,5,2025-07-24 06:39:46,terbaik
Al Dani,5,2025-07-24 06:37:41,Mantappp
Kevin Chandra,5,2025-07-24 06:37:23,game bagus
Koutaru Ran,5,2025-07-24 06:34:45,good
Info. In,5,2025-07-24 06:06:53,beda dri mmorpg lain. storynya keren. karakternya keren. evenya fresh ga bosen. keep up the great work.
Pun Pokopan,1,2025-07-24 06:06:06,my luck is so bad. PLEASE GIVE US CAPTURING RADIANCE LIKE G3NSHIN 😡😞 i lose almost 4x now
Billy Arivaldy,5,2025-07-24 05:51:45,keren.
H Q,4,2025-07-24 05:35:26,"Dari segi gameplay sangat seru, waktu ketika bertarung juga seru, eksplorasi world nya juga seru. Tapi minus satu hal, storynya kureng menurut aku pribadi"
Rakan DanisTiayuda,5,2025-07-24 05:34:21,Fiks Bintang 5 the best pokoknya ini game nya
Rafi Arif Wardoyo,3,2025-07-24 05:26:26,sebenernya bagus 5 char lagi complete tapi berat bet memori gak kuat kuro 🥲
bagus dwi,1,2025-07-24 05:26:08,4 kali kalah 50-50 berturut-turut udah gitu hard pity yang terakhir dapat macan ajg
Agos 002,5,2025-07-24 05:18:27,sangat bagus
Rahmat Dwijaya,2,2025-07-24 05:13:31,kasih b5 Karena update tannya niat banger...
Andi Kurniawan,3,2025-07-24 04:57:53,"bagi saya game itu harus ditunjang juga dengan bahasa yang lengkap, bahasa indonesia seharusnya ada digame ini, karena bahasa Indonesia merupakan salah satu bahasa internasional. digame sebelah aja ada translate bahasa Indonesia nya. masa di game yg sebagus ini bahasa Indonesianya sampai sekarang tidak ada translatenya. tolong admin atau developer gamenya ditambahkan bahasa Indonesia. kalo sudah ada baru saya perbaiki bintangnya. untuk sekrng gamenya terpaksa saya uninstall dulu."
Darth Vader,5,2025-07-24 04:57:00,kasih aku phorlova plisss
G II,5,2025-07-24 04:51:38,"Kuro please fix the fiture chat in mobile, if chat already long we must scroll down and it's very annoying"
Haysna,5,2025-07-24 04:45:24,mantap jiwa
D. Darren,1,2025-07-24 04:33:43,"tiap ganti patch selalu up date data seperti download ulang dan baju karakter gak ada yg bener, gda bedanya dgn telanjang, mc kerjanya cuma ngeharem mulu"
Ardyy CK,5,2025-07-24 04:32:12,Absolute MASTERPIECE ✋😐🤚
azure grimory,5,2025-07-24 04:29:06,selama masih baik bintang 10
Laks Amana,3,2025-07-24 04:15:21,"tolong optimalisasi untuk platform Android, frame rate terus menurun tiap berpindah lokasi, beberapa tekstur map kadang jadi begitu kasar seperti awan ataupun pohon (meski itu mungkin karena generating map), dan tolong untuk design beberapa boss agar tidak sering-sering menggunakan daur ulang boss sebelumnya"
Hagi Dewasta,5,2025-07-24 04:03:10,"Its a solid 10/10 for the improvement, Thanks Kuro Games for making such a masterpiece"
Teddy Cendra,1,2025-07-24 04:03:09,fell more more more worst luck on my account...hate 70% now
Nawir Hayati lelah,5,2025-07-24 03:53:56,awesome!! long life game🤝🤝
David Jones,1,2025-07-24 03:35:22,compiling shader tolong dipercepat
Absolute Freeze,5,2025-07-24 03:28:02,game yang bagus ceritanya menarik dan jika memungkinkan aku ingin ada bahasa Indonesia
Adi Sukur,5,2025-07-24 03:24:52,nyoba game wuwa katanya saingan genshin sapa tau betah gua full in dulu starnya kalo jelek turun😉 edit keselurahan bagus dari desain chara ampe story ama bangunan grafis jan tanya cuma mau di adain bhs indo aja karna ga fasih bahasa ingris biar nyaman waktu story😘
Lukmanul Hakim,5,2025-07-24 03:13:12,very good improvement🔥🔥
M.D Fahh,5,2025-07-24 03:08:42,"Perfect, bagus banget"
Go Nell,2,2025-07-24 03:06:54,"Rate off hart pity rate off hard pity, I'm done, skip all banner(except chisa)until next anniv, all my Gacha get 5* with only Hard pity, so unlucky"
Alrifki Jesen melanza,3,2025-07-24 02:49:21,"ini eror ap gimana udah download data 23 GB trs pas mau dimainkan disuruh update dulu, setelah update kok di suruh download data 23 GB lagi"
Md. Nazri Fadhillah,5,2025-07-24 02:44:57,"banyak loli, aku suka itu"
Khairul Azzam,5,2025-07-24 02:38:55,game terkeren sepanjang masa
Jingga Firdaus,4,2025-07-24 02:33:03,why after update it's need to be reinstall. i using device 6/64
muhammad faiz zulkarnain,5,2025-07-24 02:29:45,"lore game lu ampas ga kayak sebelah , kembangin lagi"
Chairur Rizki,5,2025-07-24 02:28:10,good job
cagis_1102,5,2025-07-24 02:27:24,bagus
Neko is cat,5,2025-07-24 02:27:16,da best game ever i play
Cak Wied,5,2025-07-24 02:17:14,RAMAH F2P
TanpaNama ‡,5,2025-07-24 02:03:06,"smoga update n sekrang jadi bikin jauh lebih bagus lagi, trutama buat device menengah kebawah"
muhammad Faqih,5,2025-07-24 02:02:33,best game
Hakui Kazuya,5,2025-07-24 02:02:30,Dah improve mantap
Giwo Adriansyah,5,2025-07-24 01:56:27,"Game yang sangat bagus dari segi gameplay, grafik, explore, story, sistem combat bervariasi, dan tidak banyak bug, saya harap kedepannya lebih bagus lagi, device Poco F3"
Kamui 中山,5,2025-07-24 01:42:44,hell yeah... all in Phrolova
Amar Alhamidy,5,2025-07-24 01:36:53,"Game terbaik lah pokoknya 👍👍👍, banyak bansos dan selalu improve.. gak kaya game sebelah si kikir..."
Farhan Fathurrozi,5,2025-07-24 01:35:01,"trimakasih banyak kuro telah membuat game yang sangat luar biasa ini😁👍, tapi ada 1 yang menurutku sedikit sesak! plis di kecilin size nya memoku nak penuh 😭"
Dimas Andreas,5,2025-07-24 01:27:50,Game ini membuat saya menjadi senyawa CaC2
Cartethyia,5,2025-07-24 01:24:58,PERFECT
Angga,5,2025-07-24 01:22:34,nice.
Adi Prayogo,5,2025-07-24 01:18:59,game baik
Muhamad Reza Sahputra,5,2025-07-24 01:13:45,"Secara kualitas sangat baik, tetapi memakan ruang yang sangat banyak, overall sangat seru game nya"
Ashabi Tohir,5,2025-07-24 01:13:11,game bagus keren
Muamar Husni,5,2025-07-24 01:10:53,"tambahkan fitur HD untuk ponsel, 60 fps render sudah bagus"
Robindelonge delonge,5,2025-07-24 01:08:28,"Please add sub indonesia, this will be very impressive for most WuWa users in Indonesia."
alley here,5,2025-07-24 01:04:02,"game terbaik yg gw mainin, yg sering kalah rate off kalian luck issue🗿"
Muhammad Faiz,4,2025-07-24 01:00:20,"saya harap ditambahkan subtitle Indonesia, tidak perlu ada dubbing Indonesia, saya membutuhkan subtitle Indonesia bukan karena tidak memahami jalan ceritanya tetapi karena item serta beberapa penjelasan seperti catatan yang saya tidak mengerti"
Ananda Ardiansyah,5,2025-07-24 00:52:15,absolute cinema ✋😐🤚
TeTa Ber,5,2025-07-24 00:52:10,nice game
Rafi ilyas,5,2025-07-24 00:48:38,game nya keren
Nibi Blackhand,4,2025-07-24 00:40:52,"items for healing and reviving are very useless, there is a delay, and the effects don't have much effect on the fight, even though they are important items for those who don't have a healer."
Bang RaGamerz,4,2025-07-24 00:38:59,tambahin subtitle Indonesia
Lucky Ramos,5,2025-07-24 00:31:24,"best gacha game, gw Player gratisan tp bisa dapet carthetia + signature senjatanya dan Lupa + signature senjatanya 🤣 padahal baru main lagi setelah berbulan bulan gak main😂 emang ini game system gachanya real 50/50 ☺ ooh iya teruntuk developer jangan pedulikan orang yg kasih bintang 1 karena ada bug dikit, jari karakternya runcing lah dan lain sebagainya... itu orang main kasih bintang 1 aja di play store dongo kali yah, dia kan main di hp ya jelas lah gak akan sebagus di PC."
Falen Apa,5,2025-07-24 00:27:57,seru gemnya banyak Waifu nya
Dheen Gaming,1,2025-07-24 00:11:59,tidak ada bahasa Indonesia nya
Heri Irawan,5,2025-07-24 00:11:36,"tolong ukuran nya di perkecil,terimkasih"
Kishimura Shin,5,2025-07-24 00:07:16,"nice, kalau bisa kasih sub indo sy juga ingin tau storynya tanpa translite sndiri😭"
Nisa Jeanne,5,2025-07-24 00:05:47,intinya game ini lebih bagus daripada KIKIR IMPACT
rahmat utap,5,2025-07-24 00:04:31,TINGKATKAN TERUS UNTUK KE STABILAN BERMAIN DI HANDPHONE NYA
Hyasha Barin,5,2025-07-23 23:58:06,"ini merupakan game terbaik yang pernah saya mainkan selama ini, terutama dalam desain karakter, animasi pertempuran nya serta grafik nya yang begitu halus dan memukau."
Anggi Asgar,5,2025-07-23 23:50:41,games nya bagus dan keren
Anos Tempest,5,2025-07-23 23:48:01,Genshin ketar ketir cik😈
Mikel,5,2025-07-23 23:42:26,"gacor, yg gaada di game sebelah di timpa disini semua, jadi nyaman mainnya, dev juga listening"
Faulia Cemile,4,2025-07-23 23:32:24,"Everything is great, from the gameplay to the gacha system, but the graphics for android is just nott that good. please fix it."
Muhammad Syefa Noer,5,2025-07-23 23:31:37,"Untuk ping tolong dibenerin, ping selalu merah/kuning gak enak dipake main"
Maudi,5,2025-07-23 23:30:58,saya oke je
Muh.Yusman01,5,2025-07-23 23:24:41,Saya sangat senang tidak ada bug yg mengecewakan game ini sangat seru Saya berharap Game ini berat' nya di kurangi biar main makin lancar terimakasih
19_Muhammad Risandiro,5,2025-07-23 23:24:32,mantap apalagi klo ada translate b indo nya :v
